站名：潮境資料浮標站
資料時間：202109
資料格式：觀測時間　YYYYMMDDHH，
　　　　　最大波高　#### (公分)　對應週期　##.# (秒)　尖峰週期　##.# (秒)，
　　　　　示性波高　#### (公分)　平均週期　##.# (秒)　主波向　### (度)，
　　　　　三秒陣風　##.# (公尺/秒)　平均風速　##.# (公尺/秒)　平均風向　### (度)，
　　　　　測站氣壓　####.# (百帕)　平均氣溫　##.# (度)　表面水溫　##.# (度)
          表層海流流速　##.# (公分/秒)　表層流向　### (度-去向)
##########,  ####,  ##.#,  ##.#,  ####,  ##.#,   ###,  ##.#,  ##.#,   ###,####.#,  ##.#,  ##.#,  ##.#,   ###
************************************************************************************************************

2021090919,      ,      ,   7.8,    52,   4.7,    67,   5.5,   3.0,   123,1009.2,  26.6,  27.9,  15.8,   307
2021090920,      ,      ,   6.6,    52,   4.9,    67,   4.2,   2.8,   171,1009.9,  26.0,  27.5,  19.5,   253
2021090921,      ,      ,   7.7,    42,   4.6,    67,   2.3,   1.3,   168,1010.1,  26.3,  27.4,  24.4,   239
2021090922,      ,      ,   8.8,    36,   4.6,    67,   3.3,   1.8,   191,1011.2,  27.0,  27.3,  10.4,   154
2021090923,      ,      ,   7.8,    33,   5.2,    78,   7.7,   4.2,   168,1010.6,  26.8,  27.2,  20.4,   204
2021091000,      ,      ,   7.0,    50,   4.7,    78,   8.8,   4.8,   153,1009.7,  27.6,  26.9,  25.6,    32
2021091001,      ,      ,   7.7,    31,   4.7,    90,   6.3,   4.6,   158,1009.2,  27.5,  26.9,  13.5,    16
2021091002,      ,      ,   7.8,    36,   4.9,    67,   7.2,   4.5,   134,1008.2,  27.7,  27.0,  16.0,    32
2021091003,      ,      ,   8.3,    45,   5.0,   101,   3.4,   1.7,   185,1008.4,  27.5,  27.1,  22.0,    92
2021091004,      ,      ,   7.2,    33,   4.8,    56,   4.7,   2.2,   167,1008.2,  27.7,  26.8,  13.7,    23
2021091005,      ,      ,   7.7,    42,   5.0,    56,   3.4,   1.7,   167,1008.2,  27.6,  26.9,  18.6,    42
2021091006,      ,      ,   7.3,    47,   5.2,    56,   4.2,   2.3,   182,1008.6,  27.5,  26.9,  16.3,    10
2021091007,      ,      ,   6.7,    46,   4.9,    56,   3.4,   1.7,   165,1008.7,  27.9,  26.7,  22.5,   311
2021091008,      ,      ,   7.7,    43,   4.6,    67,   5.6,   3.1,   154,1009.5,  28.8,  26.6,   2.0,   229
2021091009,      ,      ,   7.3,    36,   4.6,    67,   6.3,   4.1,   152,1008.7,  28.9,  27.0,  20.1,   241
2021091010,      ,      ,   8.6,    32,   5.1,    67,   6.2,   3.7,   160,1009.2,  29.4,  26.8,   9.1,   264
2021091011,      ,      ,   8.5,    24,   4.5,    67,   5.9,   3.9,   165,1008.8,  29.1,  27.1,  12.7,   237
2021091012,      ,      ,   8.5,    22,   4.2,    78,   7.0,   4.8,   117,1008.2,  29.2,  27.0,  16.8,   208
2021091013,      ,      ,   7.7,    26,   4.7,    67,   8.0,   5.7,   106,1007.2,  28.9,  27.0,  28.2,    49
2021091014,      ,      ,  12.4,    30,   5.1,   123,   8.0,   5.3,   114,1007.1,  28.7,  27.0,  25.5,    59
2021091015,      ,      ,   6.4,    38,   5.2,    90,   8.1,   5.2,   105,1006.8,  28.9,  26.9,  32.2,    53
2021091016,      ,      ,   9.6,    51,   4.8,    56,   9.0,   6.0,    97,1006.5,  28.2,  27.0,  26.9,     4
2021091017,      ,      ,   7.2,    41,   4.4,    67,   7.2,   5.4,    95,1006.7,  27.9,  27.1,  21.4,    24
2021091018,      ,      ,   6.5,    42,   4.7,    67,   9.1,   6.7,    97,1006.8,  27.8,  27.1,  21.0,   351
2021091019,      ,      ,   6.4,    37,   4.4,    67,   9.7,   6.2,    97,1007.4,  27.6,  27.0,  19.4,   349
2021091020,      ,      ,   6.4,    52,   4.9,    45,   8.1,   5.7,    90,1007.6,  27.8,  26.9,  27.0,   314
2021091021,      ,      ,   4.6,    39,   4.1,    56,   8.3,   6.6,   110,1007.5,  27.7,  27.0,  10.9,   246
2021091022,      ,      ,   7.0,    37,   4.5,    67,   6.8,   5.8,   104,1007.4,  27.5,  26.9,  26.2,   228
2021091023,      ,      ,   6.9,    33,   4.5,    56,   7.4,   6.0,    96,1007.4,  26.7,  26.9,  29.6,   267
2021091100,      ,      ,  10.6,    37,   5.2,    78,   5.0,   3.7,   105,1007.1,  26.8,  27.0,  29.5,   230
2021091101,      ,      ,   9.6,    42,   4.8,   101,   4.3,   3.3,    89,1006.6,  27.0,  27.0,  15.6,    44
2021091102,      ,      ,   5.6,    50,   4.7,    90,   5.1,   3.6,    97,1005.6,  26.7,  27.0,   9.4,    47
2021091103,      ,      ,   7.1,    51,   4.5,   112,   5.1,   3.8,   106,1004.4,  26.2,  27.0,   5.2,   109
2021091104,      ,      ,   6.5,    56,   4.4,    78,   5.9,   3.2,    92,1004.3,  26.2,  26.6,  17.9,    65
2021091105,      ,      ,   6.4,    59,   4.7,    67,   7.7,   6.2,    64,1003.7,  26.0,  26.6,  30.6,    20
2021091106,      ,      ,   5.6,    83,   4.9,    90,  11.8,   8.4,   153,1003.8,  25.5,  26.5,  18.8,    14
2021091107,      ,      ,   5.5,    96,   4.9,    67,   7.0,   3.5,   139,1003.7,  26.7,  26.5,  26.8,   347
2021091108,      ,      ,   6.9,   109,   5.3,    90,  12.1,   7.5,   147,1003.9,  27.3,  26.5,  26.7,   336
2021091109,      ,      ,   6.2,   134,   5.5,    90,  15.2,   8.6,   165,1003.8,  26.9,  26.5,  20.7,   118
2021091110,      ,      ,   7.1,   112,   5.4,    90,  16.4,  10.9,   150,1002.9,  28.1,  27.8,  23.1,   276
2021091111,      ,      ,   7.7,   100,   5.4,    78,  15.3,   7.9,   168,1002.6,  28.2,  27.7,  15.7,   235
2021091112,      ,      ,   8.0,    73,   5.3,    67,  14.1,   8.4,   154,1001.9,  29.2,  27.5,  21.5,   229
2021091113,      ,      ,   8.1,    88,   5.5,    78,   7.4,   3.3,   154,1001.0,  29.9,  27.6,  18.4,    62
2021091114,      ,      ,   8.1,   104,   5.9,   101,   9.4,   6.1,   114,1001.3,  28.4,  27.5,   7.7,    58
2021091115,      ,      ,   8.5,   114,   6.5,    78,   8.0,   4.7,   111,1000.1,  28.2,  27.4,  13.8,    77
2021091116,      ,      ,  10.0,   101,   6.1,   101,  10.1,   6.0,   166,1000.8,  26.5,  27.0,  19.4,    45
2021091117,      ,      ,   7.4,    83,   5.7,    90,  10.5,   6.2,   137,1001.3,  27.0,  27.0,  14.9,    29
2021091118,      ,      ,   8.3,    68,   5.4,   101,  15.3,   8.1,   154, 999.8,  26.4,  26.8,  11.3,     7
2021091119,      ,      ,   7.0,    78,   5.3,    78,  11.4,   6.8,   130,1000.1,  26.3,  26.5,  17.9,     4
2021091120,      ,      ,   6.9,   108,   5.3,    78,   9.2,   6.7,   108,1000.4,  26.0,  26.5,  26.6,   343
2021091121,      ,      ,   8.1,   123,   5.3,    78,  12.8,   6.6,   125, 999.9,  26.1,  26.5,  17.3,   301
2021091122,      ,      ,   6.9,   148,   5.3,    90,  12.6,   7.8,   128, 999.7,  26.5,  26.4,   5.4,   256
2021091123,      ,      ,   7.8,   140,   5.5,    78,  12.5,   6.9,   133, 999.9,  26.5,  26.2,  17.3,   229
2021091200,      ,      ,   7.8,   108,   5.2,    78,  14.2,   8.8,   134, 999.0,  26.5,  26.3,  27.8,   234
2021091201,      ,      ,   7.6,   133,   5.9,   112,  12.6,   9.6,   135, 998.0,  26.2,  26.2,  25.4,    54
2021091202,      ,      ,   7.6,   119,   5.5,   101,  12.6,   7.7,   121, 997.2,  26.3,  26.2,  18.3,    30
2021091203,      ,      ,   7.0,   122,   5.7,   101,  12.2,   9.0,   105, 996.3,  25.7,  26.1,   1.3,   241
2021091204,      ,      ,   7.2,   139,   6.3,    90,  11.6,   5.3,   139, 996.4,  26.5,  26.1,   4.8,   352
2021091205,      ,      ,   7.3,   109,   5.3,    90,  11.2,   8.2,   103, 996.4,  25.6,  26.1,  10.1,    65
2021091206,      ,      ,   8.2,   107,   5.3,    78,  12.2,   8.3,    88, 996.2,  25.2,  25.6,  33.1,    17
2021091207,      ,      ,   7.5,   107,   5.1,    78,   8.2,   6.1,    83, 996.2,  25.3,  25.7,  15.8,    52
2021091208,      ,      ,   6.5,   126,   5.6,    67,   4.2,   3.2,    48, 996.9,  25.6,  25.9,  21.4,    20
2021091209,      ,      ,   7.2,   116,   5.4,    78,   7.1,   5.4,    53, 995.9,  25.2,  25.9,   2.1,   129
2021091210,      ,      ,  12.4,   136,   5.2,   101,   9.1,   7.4,    49, 995.0,  24.9,  25.9,  11.1,   140
2021091211,      ,      ,   7.5,   140,   5.3,    67,  11.1,   8.9,    24, 993.4,  24.6,  25.9,  20.2,   277
2021091212,      ,      ,   8.9,   141,   5.0,    56,  16.3,  12.6,   354, 990.6,  24.5,  25.9,  25.1,   223
2021091213,      ,      ,   4.8,   177,   5.2,    45,  20.5,  14.8,   343, 988.2,  24.3,  25.8,  25.0,    87
2021091214,      ,      ,   5.3,   230,   5.7,    22,  25.0,  13.5,   301, 988.1,  24.4,  25.8,  17.6,    58
2021091215,      ,      ,   7.1,   234,   6.0,    33,  21.1,   9.9,   290, 988.3,  24.0,  25.7,  10.4,    57
2021091216,      ,      ,   7.5,   279,   6.7,    22,  19.9,  12.8,   260, 990.0,  24.4,  25.4,  16.9,    68
2021091217,      ,      ,   8.0,   277,   6.7,    22,  14.8,   7.6,   277, 992.6,  24.9,  25.3,  19.7,    89
2021091218,      ,      ,   8.1,   234,   6.4,    22,  11.5,   6.6,   264, 993.4,  24.7,  25.2,  25.5,    47
2021091219,      ,      ,   8.1,   274,   7.2,    56,  11.8,   6.6,   256, 994.8,  25.0,  25.2,  12.9,    27
2021091220,      ,      ,   8.2,   220,   6.7,    22,  12.2,   6.4,   261, 996.5,  25.2,  25.3,  12.1,   349
2021091221,      ,      ,   8.1,   236,   6.4,    45,   8.6,   5.7,   253, 998.6,  24.6,  25.3,  22.8,   326
2021091222,      ,      ,   7.3,   201,   6.2,    56,  10.6,   6.7,   274, 999.5,  24.4,  25.3,   6.9,   182
2021091223,      ,      ,   8.2,   185,   6.7,    45,  12.2,   8.6,   273, 999.7,  24.5,  25.3,  17.6,   207
2021091300,      ,      ,   8.5,   151,   6.0,    22,  10.8,   6.5,   262, 999.3,  25.8,  25.2,  14.7,   251
2021091301,      ,      ,   8.5,   126,   6.1,    11,   6.9,   4.3,   240,1000.0,  25.6,  25.7,  23.0,   243
2021091302,      ,      ,   8.0,   135,   6.2,    33,   5.0,   2.6,   289,1000.0,  26.0,  25.9,  17.9,   231
2021091303,      ,      ,   8.3,   110,   5.9,    22,   6.3,   3.9,   233,1000.3,  26.5,  25.9,   8.8,   252
2021091304,      ,      ,   8.9,   100,   6.1,   326,   7.6,   4.5,   237,1000.6,  27.0,  25.8,  11.4,    20
2021091305,      ,      ,   8.3,    82,   5.8,    33,   5.9,   3.2,   252,1001.0,  26.7,  25.8,  13.0,    62
2021091306,      ,      ,   7.6,   104,   6.8,    22,   5.4,   2.5,   240,1002.8,  27.2,  25.8,  21.0,    16
2021091307,      ,      ,   7.6,    77,   6.3,    56,   4.7,   3.1,   234,1003.3,  27.7,  26.1,  22.9,     1
2021091308,      ,      ,   8.6,    75,   6.3,    45,   6.0,   3.3,   224,1004.4,  29.0,  26.2,  20.3,   353
2021091309,      ,      ,   7.7,    84,   6.5,    45,   6.1,   3.4,   186,1004.5,  29.3,  26.5,  26.9,     2
2021091310,      ,      ,   8.5,    83,   6.0,    45,   7.3,   4.5,   200,1005.0,  30.2,  26.7,   4.2,    27
2021091311,      ,      ,   8.1,    89,   6.0,    56,   7.7,   3.9,   249,1004.4,  31.1,  26.7,  20.0,   301
2021091312,      ,      ,   8.6,    99,   5.9,    56,   5.0,   2.8,    15,1004.4,  30.0,      ,  30.6,   302
2021091313,      ,      ,   8.3,    80,   5.2,    67,   4.5,   3.3,    89,1004.2,  28.1,      ,   6.8,   308
2021091314,      ,      ,   8.0,    83,   5.5,    56,   3.4,   1.9,   124,1003.6,  28.2,  28.0,   2.5,   227
2021091315,      ,      ,   8.8,    87,   5.7,    56,   7.0,   1.7,     1,1004.0,  30.5,  28.1,   5.2,   254
2021091316,      ,      ,   8.9,    81,   5.8,    56,   7.4,   3.7,   257,1004.1,  32.2,  28.2,  14.3,    27
2021091317,      ,      ,   9.1,    80,   5.9,    45,   5.3,   2.4,   268,1004.7,  31.7,  28.1,  13.5,    39
2021091318,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091319,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091320,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091321,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091322,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091323,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091400,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091401,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091402,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091403,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091404,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091405,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091406,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091407,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091408,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091409,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091410,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091411,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091412,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091413,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091414,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091415,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091416,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091417,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091418,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091419,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091420,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091421,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091422,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091423,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091500,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091501,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091502,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091503,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091504,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091505,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091506,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091507,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091508,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091509,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091510,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091511,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091512,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091513,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091514,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091515,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091516,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091517,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091518,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091519,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091520,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091521,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091522,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091523,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091600,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091601,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091602,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091603,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091604,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091605,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091606,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091607,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091608,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091609,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091610,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091611,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091612,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091613,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091614,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091615,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091616,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091617,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091618,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091619,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091620,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091621,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091622,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091623,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091700,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091701,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091702,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091703,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091704,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091705,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091706,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091707,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091708,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091709,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091710,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091711,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091712,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091713,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091714,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091715,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091716,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091717,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091718,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091719,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091720,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091721,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091722,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091723,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091800,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091801,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091802,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091803,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091804,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091805,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091806,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091807,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091808,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091809,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091810,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091811,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091812,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091813,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091814,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091815,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091816,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091817,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091818,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091819,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091820,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091821,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091822,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091823,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091900,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091901,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091902,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091903,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091904,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091905,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091906,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091907,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091908,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091909,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091910,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091911,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091912,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091913,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091914,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091915,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091916,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091917,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091918,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091919,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091920,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091921,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091922,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021091923,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092000,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092001,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092002,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092003,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092004,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092005,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092006,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092007,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092008,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092009,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092010,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092011,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092012,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092013,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092014,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092015,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
